"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"UBXN82",0.00475057763385719,0.452111035361499,0.188,0.119,1,"4","UBXN8"
"FECH2",0.00480502733172445,0.253837905490726,0.153,0.091,1,"4","FECH"
"MTHFSD1",0.00489792143324339,0.514945065335647,0.104,0.056,1,"4","MTHFSD"
"PTCD21",0.00494546763410171,1.0091311775016,0.109,0.06,1,"4","PTCD2"
"AL049840.5",0.0050003367344969,0.409415840125777,0.124,0.069,1,"4","AL049840.5"
"MRPS30-DT1",0.00502266900869608,0.679673668741507,0.124,0.07,1,"4","MRPS30-DT"
"GLIS21",0.00505427270353725,0.290292524502164,0.129,0.073,1,"4","GLIS2"
"TAF5L",0.00514080487337586,0.40726929049613,0.139,0.081,1,"4","TAF5L"
"LRCH21",0.00517278593145391,0.416826101119827,0.139,0.081,1,"4","LRCH2"
"ARIH2OS",0.00517682684594316,0.29294580359916,0.134,0.078,1,"4","ARIH2OS"
"AL139317.52",0.00522530035003197,0.376523019530375,0.149,0.089,1,"4","AL139317.5"
"ZNF236",0.00523429759633596,0.303567017510869,0.144,0.085,1,"4","ZNF236"
"THG1L",0.00526526368282909,0.645912375962052,0.139,0.082,1,"4","THG1L"
"TMEM185A",0.00535680379599938,0.439283534328918,0.153,0.093,1,"4","TMEM185A"
"AAGAB1",0.00553233291075247,0.356295492931725,0.163,0.099,1,"4","AAGAB"
"UFL11",0.0056107538334528,0.277601973372355,0.441,0.324,1,"4","UFL1"
"AZI2",0.00564588803897105,0.292280974530344,0.441,0.319,1,"4","AZI2"
"LRRC491",0.0056549689430494,0.538515968624393,0.149,0.09,1,"4","LRRC49"
"GNE",0.00565526849919979,0.312829441367932,0.104,0.056,1,"4","GNE"
"ZNF5731",0.00566507272925197,0.593961209214221,0.114,0.063,1,"4","ZNF573"
"VIPAS39",0.00566818761587264,0.520288685995664,0.129,0.074,1,"4","VIPAS39"
"POLR2M1",0.00568420164890547,0.29468558783275,0.262,0.177,1,"4","POLR2M"
"PEAK11",0.005793062856469,0.372130927170877,0.178,0.112,1,"4","PEAK1"
"EIF5A21",0.00586842468623024,0.693983989947374,0.149,0.089,1,"4","EIF5A2"
"EXOSC41",0.00602697576772102,0.522934370275983,0.342,0.243,1,"4","EXOSC4"
"SNAI21",0.00623723027137025,0.430719294562354,0.124,0.071,1,"4","SNAI2"
"ZNF2132",0.00623786959757291,0.333067550534615,0.158,0.096,1,"4","ZNF213"
"BCDIN3D1",0.00634443224732119,0.438160391642251,0.124,0.072,1,"4","BCDIN3D"
"FAM189A21",0.00647177408701312,0.647589487213825,0.129,0.075,1,"4","FAM189A2"
"LRRC271",0.00649178003559846,0.277630094880624,0.114,0.064,1,"4","LRRC27"
"NIFK-AS11",0.00658193083618725,0.618474519126811,0.134,0.08,1,"4","NIFK-AS1"
"UQCC11",0.00658439379080031,0.500382841436156,0.178,0.114,1,"4","UQCC1"
"MNT2",0.00670737101522094,0.330503292859561,0.173,0.109,1,"4","MNT"
"AC004540.12",0.00671514927435594,0.28598589689952,0.183,0.117,1,"4","AC004540.1"
"AMT1",0.0067265661906223,0.506287400772,0.109,0.061,1,"4","AMT"
"DNAJC241",0.00676788496635499,0.270562242782544,0.223,0.145,1,"4","DNAJC24"
"GTF2IRD2B1",0.00681188048953554,0.284608302919464,0.119,0.067,1,"4","GTF2IRD2B"
"AL391069.21",0.00689166537902794,0.42537988422591,0.109,0.061,1,"4","AL391069.2"
"ENKUR1",0.0069233578716825,0.61743664491109,0.104,0.057,1,"4","ENKUR"
"ZNF780A",0.00715957553092828,0.568304379829686,0.124,0.072,1,"4","ZNF780A"
"ZNF5551",0.00730206423633722,0.955523771411639,0.104,0.058,1,"4","ZNF555"
"AP5S11",0.00737863768113619,0.252388691878842,0.139,0.083,1,"4","AP5S1"
"MTLN1",0.00740093239324467,0.390617306786234,0.525,0.374,1,"4","MTLN"
"TTPAL1",0.00741710425951465,0.582097154874876,0.149,0.091,1,"4","TTPAL"
"LRBA1",0.0075645471207021,0.267016132683249,0.134,0.079,1,"4","LRBA"
"SDHAF41",0.0076132841401999,0.646997630632224,0.104,0.057,1,"4","SDHAF4"
"GSTZ11",0.00765851412639615,0.316646607180132,0.312,0.217,1,"4","GSTZ1"
"ATRNL11",0.00778689013451641,1.06199090265224,0.124,0.074,1,"4","ATRNL1"
"MMP171",0.00787137355368982,0.930298042493759,0.104,0.059,1,"4","MMP17"
"WFS11",0.00792136162749783,0.339147708062987,0.144,0.086,1,"4","WFS1"
"C16orf462",0.0081990363165528,0.352090793257734,0.134,0.079,1,"4","C16orf46"
"ADCY91",0.00828243817458472,0.26813892256316,0.109,0.061,1,"4","ADCY9"
"CRPPA1",0.00848954300011441,0.710176767483059,0.104,0.059,1,"4","CRPPA"
"CST31",0.00859844654748872,0.54423373716375,0.911,0.834,1,"4","CST3"
"ZNF3501",0.0086228039554868,0.414837085225293,0.158,0.099,1,"4","ZNF350"
"OMG1",0.00864220114407452,0.72910889755841,0.158,0.101,1,"4","OMG"
"KSR11",0.00873087798375052,0.302514359460474,0.134,0.08,1,"4","KSR1"
"GUCY1B11",0.00878310892609858,0.530894697195479,0.139,0.085,1,"4","GUCY1B1"
"ITFG2",0.00896834963455095,0.428165618417644,0.158,0.099,1,"4","ITFG2"
"KCNH21",0.00899865630490676,1.05785716685625,0.114,0.068,1,"4","KCNH2"
"RAI11",0.00916778292196692,0.322472197552855,0.139,0.085,1,"4","RAI1"
"ZNF6991",0.00919951966184948,0.302029762610885,0.124,0.073,1,"4","ZNF699"
"SLC7A6",0.00933742181047346,0.512900455339979,0.119,0.069,1,"4","SLC7A6"
"MMGT12",0.00938918990000256,0.626123036154422,0.257,0.176,1,"4","MMGT1"
"TEX22",0.00966178433767452,0.537305164371817,0.173,0.112,1,"4","TEX2"
"SMIM41",0.00999540668841178,0.558443934808581,0.337,0.237,1,"4","SMIM4"
"KLRB1",0,9.75863696698667,0.514,0.005,0,"5","KLRB1"
"CD3D",0,9.87269941858148,0.436,0.003,0,"5","CD3D"
"TRBC2",0,10.3446763657425,0.431,0.002,0,"5","TRBC2"
"CD3E",0,8.94805364693958,0.425,0.004,0,"5","CD3E"
"CD2",3.02187186360691e-314,8.47669557086597,0.381,0.004,6.63331092780352e-310,"5","CD2"
"IL7R",2.09476929003462e-254,7.04622082156519,0.641,0.041,4.598228068555e-250,"5","IL7R"
"GZMA",1.80042691990512e-224,9.39043009509906,0.271,0.003,3.95211713188373e-220,"5","GZMA"
"CD247",1.82160157869505e-214,8.53284039734343,0.315,0.007,3.99859762539351e-210,"5","CD247"
"TRBC1",5.99247493960167e-209,9.45570752744278,0.249,0.003,1.31540817399196e-204,"5","TRBC1"
"CD3G",1.58059301880208e-207,9.63478457722898,0.232,0.002,3.46955973557245e-203,"5","CD3G"
"CRIP1",9.35235929778172e-196,5.20524415951609,0.707,0.077,2.05293638945607e-191,"5","CRIP1"
"LCK",8.02212837149367e-186,7.64861989942411,0.243,0.004,1.76093739882658e-181,"5","LCK"
"TRAC",2.82452365460885e-173,8.64976535743242,0.298,0.009,6.20011187423188e-169,"5","TRAC"
"ICOS",2.10473843454317e-159,10.748398351156,0.166,0.001,4.62011133766571e-155,"5","ICOS"
"CD7",2.24436229827333e-155,6.64482850218875,0.459,0.035,4.92659968093978e-151,"5","CD7"
"GZMK",4.41165665020513e-155,8.81521534071203,0.182,0.002,9.68402751286527e-151,"5","GZMK"
"LTB",7.97870454008745e-154,7.06952697980027,0.343,0.017,1.7514054335946e-149,"5","LTB"
"CCL5",2.99038521382287e-153,6.12848253160016,0.481,0.04,6.56419458286258e-149,"5","CCL5"
"GZMB",1.53662681712081e-147,9.23764693846197,0.204,0.004,3.37304952626189e-143,"5","GZMB"
"CD521",1.08540463784496e-144,4.56167774261822,0.497,0.045,2.38257172053348e-140,"5","CD52"
"CD96",2.38551813994958e-138,7.96088189424782,0.221,0.006,5.23645086900333e-134,"5","CD96"
"ITM2A",9.74390014307651e-133,5.18014519709196,0.298,0.015,2.13888352040672e-128,"5","ITM2A"
"ZAP70",1.50123521929687e-127,9.0322545758783,0.166,0.002,3.29536142987855e-123,"5","ZAP70"
"IL2RB",1.51310033816453e-127,8.92613650516038,0.166,0.002,3.32140655230496e-123,"5","IL2RB"
"BICDL1",3.18164313277965e-127,7.04352912220784,0.282,0.014,6.98402484076462e-123,"5","BICDL1"
"GZMH",1.44598065972939e-126,8.63302023861314,0.155,0.002,3.17407214617198e-122,"5","GZMH"
"STAT4",3.75065304946438e-120,6.43730330030607,0.293,0.016,8.23305850887926e-116,"5","STAT4"
"CD691",1.71573213927292e-118,4.73158629864704,0.724,0.151,3.76620361891799e-114,"5","CD69"
"CTSW",5.02113900160993e-116,8.37259504955986,0.177,0.004,1.1021902222434e-111,"5","CTSW"
"CD6",8.56052960217988e-116,7.9278770695162,0.171,0.004,1.87912185297451e-111,"5","CD6"
"CST7",4.04330745270506e-115,6.19000323440067,0.276,0.015,8.87546418943287e-111,"5","CST7"
"S1PR4",2.88318401397058e-109,6.72482929103548,0.199,0.007,6.32887722906681e-105,"5","S1PR4"
"TRAT1",1.51993908463372e-107,8.21451148827006,0.133,0.002,3.33641828467947e-103,"5","TRAT1"
"GZMM",3.7032153024789e-104,8.06217022380149,0.182,0.006,8.12892791047144e-100,"5","GZMM"
"RUNX3",1.40729469749427e-103,5.73820667889851,0.343,0.029,3.08915259046967e-99,"5","RUNX3"
"GNLY",4.67381058970944e-101,7.09678803235403,0.304,0.023,1.02594816254712e-96,"5","GNLY"
"RPS271",2.98179970452095e-97,2.58905190895241,0.972,0.946,6.54534853139394e-93,"5","RPS27"
"IFNG",2.63919542853048e-96,8.53210367240688,0.122,0.002,5.79329788516726e-92,"5","IFNG"
"GATA3",6.9644187581971e-96,8.02043561841967,0.155,0.004,1.52875956161185e-91,"5","GATA3"
"LINC01871",1.98927615844189e-95,8.27696650824103,0.127,0.002,4.3666600953958e-91,"5","LINC01871"
"P2RY10",9.85453320628944e-95,7.68606188702239,0.138,0.003,2.1631685841126e-90,"5","P2RY10"
"RPL132",3.17512745330911e-90,1.87190921910061,0.983,0.98,6.96972227275883e-86,"5","RPL13"
"RPS15A1",4.43059428724675e-88,2.12218621020779,0.967,0.945,9.72559751993534e-84,"5","RPS15A"
"RPS31",4.75960314431424e-88,2.30202805933916,0.961,0.954,1.04478048620842e-83,"5","RPS3"
"RPS121",6.70007396099321e-88,2.13882749078129,0.972,0.963,1.47073323517762e-83,"5","RPS12"
"RPS27A",6.74847504480831e-85,1.77054592332241,0.972,0.968,1.48135775708587e-80,"5","RPS27A"
"IL2RG",2.0220477371295e-83,5.60843000063718,0.276,0.023,4.43859698777297e-79,"5","IL2RG"
"CXCR41",4.65455003999058e-83,4.36890488416688,0.762,0.277,1.02172027927833e-78,"5","CXCR4"
"RPL302",8.21243831710383e-81,1.99367809637114,0.967,0.956,1.80271233498746e-76,"5","RPL30"
"RPL411",1.45616280839801e-79,1.56188570649141,0.978,0.973,3.19642298071446e-75,"5","RPL41"
"PDCD1",1.57104575815345e-79,7.00912303049071,0.16,0.006,3.44860254372264e-75,"5","PDCD1"
"RPS182",7.82903015428966e-79,1.79800858197547,0.983,0.97,1.71855040916812e-74,"5","RPS18"
"PTPRC1",2.88791294980323e-78,3.75580562154421,0.646,0.178,6.33925771611306e-74,"5","PTPRC"
"RPL282",3.46720016402384e-78,1.63688454599939,0.978,0.975,7.61085108004874e-74,"5","RPL28"
"RPL322",3.50696054573487e-78,1.67749036369838,0.972,0.971,7.69812909394262e-74,"5","RPL32"
"RPL101",9.18231550423031e-78,1.74406848193105,0.978,0.982,2.01561007633359e-73,"5","RPL10"
"CYTIP1",1.31510825681624e-77,4.67446202220696,0.376,0.051,2.88679413453733e-73,"5","CYTIP"
"CXCR3",7.78542061747177e-75,7.44744986720661,0.122,0.003,1.70897767974123e-70,"5","CXCR3"
"RPLP11",1.80105853922485e-74,1.81147031997271,0.967,0.97,3.95350359945247e-70,"5","RPLP1"
"RPL191",6.2924452112064e-74,1.62001335993516,0.961,0.963,1.38125464831192e-69,"5","RPL19"
"TBC1D10C",2.24617931640418e-73,6.05048857998369,0.199,0.013,4.93058821743881e-69,"5","TBC1D10C"
"RPS231",9.04585829730468e-71,1.61144841797294,0.956,0.961,1.98565635484135e-66,"5","RPS23"
"RPS4X2",1.08177529745804e-70,1.7985434990442,0.939,0.939,2.37460495545015e-66,"5","RPS4X"
"RPL18A1",4.39385711472793e-70,1.62378212510051,0.967,0.953,9.64495575253929e-66,"5","RPL18A"
"RPS251",1.30875510248026e-69,1.89759515181256,0.934,0.916,2.87284832545441e-65,"5","RPS25"
"RPL342",1.89864802289438e-68,1.70268265656568,0.956,0.945,4.16772227505545e-64,"5","RPL34"
"TUBA4A",5.66960146522892e-67,4.87736060527424,0.514,0.123,1.2445342176324e-62,"5","TUBA4A"
"RPL391",5.84206546787252e-67,1.7129953783049,0.939,0.951,1.2823917908527e-62,"5","RPL39"
"RPS141",1.35283651616744e-66,1.64558359660575,0.956,0.959,2.96961143663914e-62,"5","RPS14"
"EEF1A11",5.39851086465273e-65,1.36840630197393,0.972,0.987,1.18502711989992e-60,"5","EEF1A1"
"PRF1",6.10235548013646e-65,6.41738731902945,0.133,0.005,1.33952805144476e-60,"5","PRF1"
"RPL3",2.46308481963731e-64,1.52437506953665,0.961,0.959,5.40671748758585e-60,"5","RPL3"
"RPS3A2",5.23650495320976e-64,1.63853544896188,0.945,0.961,1.14946520227907e-59,"5","RPS3A"
"RPS292",6.55071129791952e-64,2.17845767490187,0.895,0.866,1.43794663700631e-59,"5","RPS29"
"RPL211",1.9528607782673e-63,1.72246225434615,0.923,0.915,4.28672469437456e-59,"5","RPL21"
"RPL23A1",1.44060832957024e-62,1.84856086020898,0.906,0.893,3.16227934423963e-58,"5","RPL23A"
"ACAP1",6.14492872909424e-62,6.00685272535374,0.304,0.041,1.34887330532348e-57,"5","ACAP1"
"RPL262",1.59349979220919e-61,1.3599493502807,0.95,0.96,3.49789139387839e-57,"5","RPL26"
"RPS191",5.25752038508402e-61,1.44990809976979,0.967,0.971,1.15407829972979e-56,"5","RPS19"
"DOK21",7.79445935739302e-60,4.13644712928539,0.425,0.088,1.71096177354134e-55,"5","DOK2"
"GIMAP7",1.10689560132925e-59,5.77686606961184,0.177,0.013,2.42974653447783e-55,"5","GIMAP7"
"RPL112",1.53489680900508e-59,1.45869989358954,0.95,0.967,3.36925198544705e-55,"5","RPL11"
"CD27",1.93434394104748e-59,7.83667003865687,0.116,0.004,4.24607838499333e-55,"5","CD27"
"RPL171",4.16388571049299e-58,1.49664772908802,0.945,0.94,9.14014552310315e-54,"5","RPL17"
"RPL51",1.90153460697255e-57,1.86817878485825,0.906,0.902,4.17405861576543e-53,"5","RPL5"
"IL321",4.55999743328518e-57,4.17161902015789,0.558,0.175,1.00096503658043e-52,"5","IL32"
"SYTL1",8.35712465123449e-57,5.7442358825509,0.149,0.009,1.83447243219248e-52,"5","SYTL1"
"RPL7A",1.29963626449484e-56,1.31308764966907,0.939,0.955,2.85283156419263e-52,"5","RPL7A"
"CD28",1.51503154407044e-56,6.78537333636277,0.116,0.005,3.32564574238903e-52,"5","CD28"
"RPL141",2.89526059818278e-56,1.67728886044535,0.906,0.924,6.35538653907103e-52,"5","RPL14"
"RPS241",1.82723572124739e-55,1.44342953161657,0.945,0.951,4.01096513171015e-51,"5","RPS24"
"RPL35A",3.09947762374636e-55,1.47459334574752,0.928,0.933,6.80366333188564e-51,"5","RPL35A"
"ITK",2.0940355528846e-54,7.15760024466934,0.133,0.007,4.59661744213699e-50,"5","ITK"
"RPL372",2.50441112099155e-53,1.66236084737187,0.917,0.908,5.49743285168855e-49,"5","RPL37"
"RPLP22",6.44979548146716e-53,1.58684136476978,0.912,0.909,1.41579460613686e-48,"5","RPLP2"
"BTG11",1.01718309662178e-52,2.13023541741428,0.906,0.798,2.23281861539447e-48,"5","BTG1"
"TPT11",1.39081527188879e-52,1.29879835539893,0.967,0.976,3.05297860332309e-48,"5","TPT1"
"RPL91",3.40483476683926e-52,1.39184609291314,0.934,0.949,7.47395279668886e-48,"5","RPL9"
"RPS62",2.00921473115792e-51,1.55160292560485,0.906,0.935,4.41042725636474e-47,"5","RPS6"
"RPS211",4.72459653156108e-51,1.82349328694634,0.884,0.878,1.03709618464297e-46,"5","RPS21"
"RPS72",4.58604439143143e-50,1.46544360561398,0.912,0.941,1.00668260436311e-45,"5","RPS7"
"GPR171",6.89202287272245e-50,7.1374274225442,0.122,0.007,1.51286794079131e-45,"5","GPR171"
"S100A41",3.11008161165795e-49,3.05453513438944,0.663,0.284,6.82694014575036e-45,"5","S100A4"
"RNF1251",7.21265215668159e-49,5.11996353576485,0.221,0.027,1.58324927491318e-44,"5","RNF125"
"RPL292",2.40755301044856e-48,1.29523738910121,0.939,0.956,5.28481961323564e-44,"5","RPL29"
"BCL11B",3.08107562152145e-48,5.28835146016453,0.177,0.017,6.76326909680173e-44,"5","BCL11B"
"TENT5C",3.65878705085624e-48,5.27405207367441,0.26,0.038,8.03140345533452e-44,"5","TENT5C"
"MATK",2.2733840017856e-47,5.98445675290294,0.166,0.015,4.99030522231957e-43,"5","MATK"
"RPS210",3.63365983544372e-47,1.19123250057244,0.934,0.956,7.9762467047825e-43,"5","RPS2"
"RHOH1",4.26235518268686e-47,5.04598201645772,0.265,0.041,9.35629586151592e-43,"5","RHOH"
"TSC22D31",4.57942687469753e-47,3.6672756493287,0.685,0.366,1.00522999326485e-42,"5","TSC22D3"
"FAU1",6.94186299052031e-47,1.18066050028169,0.917,0.957,1.52380834504911e-42,"5","FAU"
"RPS281",2.94722434644333e-45,1.14366731163754,0.928,0.958,6.46945216287775e-41,"5","RPS28"
"RPL352",4.14443687311163e-45,1.29416214194653,0.917,0.928,9.09745338016733e-41,"5","RPL35"
"RPL10A",5.17424129718174e-45,1.69720022654809,0.867,0.885,1.13579770714436e-40,"5","RPL10A"
"RPL61",7.48679533355073e-45,1.33391914579815,0.912,0.918,1.64342644366772e-40,"5","RPL6"
"PMAIP11",7.69466704226354e-45,4.21789484117881,0.398,0.099,1.68905636244727e-40,"5","PMAIP1"
"ARHGDIB1",1.20366781169565e-44,2.65904871867521,0.597,0.239,2.64217121345312e-40,"5","ARHGDIB"
"PDE3B",1.64946933451073e-44,5.22753495930776,0.193,0.022,3.6207501361845e-40,"5","PDE3B"
"NKG7",1.74277649125883e-44,6.85132863181034,0.193,0.022,3.82556867596227e-40,"5","NKG7"
"RPL241",5.72411185521714e-43,1.22439070531328,0.923,0.939,1.25649979333871e-38,"5","RPL24"
"RPL36A1",1.66436353180248e-42,1.79880785594325,0.851,0.822,3.65344438865963e-38,"5","RPL36A"
"RPS131",3.61785970722121e-42,1.27020801870474,0.917,0.947,7.94156384332128e-38,"5","RPS13"
"RPL182",4.16661137642303e-41,1.08814486238948,0.939,0.964,9.14612863238619e-37,"5","RPL18"
"RPL121",2.48209682141613e-39,1.23830894090316,0.912,0.932,5.44845073269055e-35,"5","RPL12"
"SH2D2A",2.49699402327787e-39,5.68594595844823,0.182,0.022,5.48115158049726e-35,"5","SH2D2A"
"CD481",5.21686255045681e-38,3.7770709589857,0.293,0.061,1.14515349845077e-33,"5","CD48"
"RPS152",1.10743165822805e-37,0.96298384095668,0.978,0.968,2.43092323297639e-33,"5","RPS15"
"HLA-B2",2.54837533468451e-37,1.18371733873767,0.912,0.902,5.59393869716597e-33,"5","HLA-B"
"IKZF11",7.72325338071909e-37,3.95461331194542,0.298,0.065,1.69533134960165e-32,"5","IKZF1"
"RPSA2",2.79365729755063e-36,1.45569097640009,0.856,0.903,6.13235713385339e-32,"5","RPSA"
"JUND1",8.56855674904497e-36,1.37507802060278,0.928,0.933,1.88088389198286e-31,"5","JUND"
"PBX4",1.19105798959421e-35,5.46516986976649,0.16,0.019,2.61449139295824e-31,"5","PBX4"
"ITGB7",1.25536393516063e-35,6.24342209354573,0.11,0.008,2.75564937407109e-31,"5","ITGB7"
"PTPN22",4.34084780044057e-35,4.81901403075948,0.193,0.028,9.52859500674709e-31,"5","PTPN22"
"RPS91",4.70951916300398e-34,0.933905459257563,0.934,0.964,1.033786551471e-29,"5","RPS9"
"AC243960.1",8.75193522759838e-34,5.59783431905468,0.127,0.012,1.92113730181012e-29,"5","AC243960.1"
"PRKY",9.18364168888427e-34,5.46181220950936,0.127,0.012,2.01590118712698e-29,"5","PRKY"
"RPS161",1.91061799241651e-32,1.21151261797788,0.878,0.906,4.19399755515349e-28,"5","RPS16"
"RPS81",3.37753862317972e-32,1.14995359958377,0.89,0.946,7.41403503174181e-28,"5","RPS8"
"RPL27A2",8.13324186583424e-32,1.35648255824332,0.823,0.849,1.78532792196927e-27,"5","RPL27A"
"EEF1D2",1.22720092557746e-31,1.60525238444719,0.796,0.855,2.69382875173508e-27,"5","EEF1D"
"TNFAIP31",1.71476656903712e-31,2.59046877846639,0.669,0.431,3.76408409569339e-27,"5","TNFAIP3"
"RPL151",4.65121447649121e-31,0.929748698683271,0.912,0.96,1.02098808973459e-26,"5","RPL15"
"MALAT11",6.23658787149541e-31,0.674094017447718,1,0.934,1.36899340367196e-26,"5","MALAT1"
"FXYD51",1.08798849065361e-30,2.53552333759531,0.514,0.231,2.38824353583373e-26,"5","FXYD5"
"LAT",1.31124695838169e-30,4.75467550015145,0.182,0.029,2.87831819834365e-26,"5","LAT"
"EEF1B21",1.94438610067591e-30,1.73770592794744,0.79,0.835,4.26812192959369e-26,"5","EEF1B2"
"RPL82",2.65389526731308e-30,0.892459014673775,0.928,0.956,5.82556550127895e-26,"5","RPL8"
"B2M2",2.95461490068547e-30,0.844496986527903,0.956,0.965,6.48567516849468e-26,"5","B2M"
"PTMA2",4.2091244600529e-30,0.924460805677903,0.939,0.958,9.23944910226213e-26,"5","PTMA"
"KLRD1",5.94464125658675e-30,6.94282366935339,0.11,0.01,1.30490820223336e-25,"5","KLRD1"
"ISG201",8.59768044128788e-30,2.55726066154034,0.525,0.239,1.8872768336671e-25,"5","ISG20"
"PCED1B-AS11",2.61656238239702e-29,3.21810146885282,0.409,0.15,5.7436160855997e-25,"5","PCED1B-AS1"
"RPL271",2.55601902777064e-28,1.16118472048322,0.829,0.881,5.61071736785933e-24,"5","RPL27"
"TNFRSF4",2.89537473464727e-28,4.6839558232509,0.193,0.035,6.35563708002423e-24,"5","TNFRSF4"
"SRSF72",4.32315995729747e-28,2.2694954026308,0.751,0.735,9.48976842226367e-24,"5","SRSF7"
"RORA",9.60106331411785e-28,4.26926854060839,0.414,0.166,2.10752940808201e-23,"5","RORA"
"LINC-PINT1",1.20060108100666e-26,3.04122353362471,0.641,0.513,2.63543943291771e-22,"5","LINC-PINT"
"ZFP36L21",2.23596672380121e-26,2.09264031325341,0.724,0.628,4.90817055541603e-22,"5","ZFP36L2"
"LIMD21",5.11617500064157e-26,3.6458769839631,0.331,0.108,1.12305157439083e-21,"5","LIMD2"
"CLEC2D",1.21889718983799e-25,4.67040819330169,0.254,0.065,2.67560122141338e-21,"5","CLEC2D"
"RAC21",2.52514843925322e-25,3.63758213497042,0.276,0.077,5.54295333900473e-21,"5","RAC2"
"TAGAP1",6.0349201093836e-25,3.17198919229009,0.343,0.117,1.32472531321079e-20,"5","TAGAP"
"AQP3",6.89362037521313e-25,5.10920326747355,0.144,0.022,1.51321860856303e-20,"5","AQP3"
"RPL362",7.490390950372e-25,0.856251922798395,0.912,0.946,1.64421571751616e-20,"5","RPL36"
"HCST1",7.90147058750728e-25,2.18593977176615,0.503,0.236,1.73445180866372e-20,"5","HCST"
"HLA-C2",1.58715564606621e-24,0.962231601925538,0.906,0.884,3.48396535867994e-20,"5","HLA-C"
"STK41",1.84312584782002e-24,3.09272146900091,0.514,0.295,4.04584554854972e-20,"5","STK4"
"CLEC2B1",3.12720251935995e-24,2.33348746400336,0.53,0.268,6.86452225024702e-20,"5","CLEC2B"
"HSPA81",3.30766837055826e-24,1.20679610062785,0.878,0.887,7.26066284021243e-20,"5","HSPA8"
"EIF11",4.78417621403255e-24,0.684394413385678,0.956,0.975,1.05017452074229e-19,"5","EIF1"
"SRSF51",5.5505791499866e-24,1.68874868736029,0.735,0.785,1.21840762921356e-19,"5","SRSF5"
"CLIC3",1.47127400249825e-22,6.23293765089216,0.144,0.024,3.22959356288392e-18,"5","CLIC3"
"MT-CYB1",2.72565150399145e-22,0.872185097711189,0.934,0.947,5.98307761641164e-18,"5","MT-CYB"
"SRGN1",3.31352977788726e-22,0.755781944152693,0.768,0.371,7.27352921544033e-18,"5","SRGN"
"RCAN31",7.97286077123836e-22,4.38323749962245,0.199,0.047,1.75012266789453e-17,"5","RCAN3"
"AC058791.11",1.22074049888715e-21,3.2638228739413,0.481,0.275,2.67964746910718e-17,"5","AC058791.1"
"RPL42",1.41754357428342e-21,1.61650578693668,0.729,0.794,3.11164989990953e-17,"5","RPL4"
